#Generation	Deleted programs	Maximum size	Minimum size	Average size	Maximum fitness	Minimum fitness	Average fitness	Best program
23	47	61	1	3.52457	-0.0462043	-11.5377	-0.154326	  avg( sqrt( sigma_tot^9.976 ) , max( log(-8.248) , max(ma, ma+  min(sigma,ma_sigma) * sqrt(max)   ) ) ) *  ma+ exp(min_tot)  ^2  
24	53	61	1	3.72987	-0.0462043	-20.2866	-0.155681	  avg( sqrt( sigma_tot^9.976 ) , max( log(-8.248) , max(ma, ma+  min(sigma,ma_sigma) * sqrt(max)   ) ) ) *  ma+ exp(min_tot)  ^2  
25	59	64	1	3.92033	-0.0462043	-11.7449	-0.175263	  avg( sqrt( sigma_tot^9.976 ) , max( log(-8.248) , max(ma, ma+  min(sigma,ma_sigma) * sqrt(max)   ) ) ) *  ma+ exp(min_tot)  ^2  
26	53	64	1	4.07108	-0.0462043	-18.735	-0.172785	  avg( sqrt( sigma_tot^9.976 ) , max( log(-8.248) , max(ma, ma+  min(sigma,ma_sigma) * sqrt(max)   ) ) ) *  ma+ exp(min_tot)  ^2  
27	54	64	1	4.32435	-0.0462043	-16.6514	-0.178305	  avg( sqrt( sigma_tot^9.976 ) , max( log(-8.248) , max(ma, ma+  min(sigma,ma_sigma) * sqrt(max)   ) ) ) *  ma+ exp(min_tot)  ^2  
28	62	64	1	4.65315	-0.0459383	-16.564	-0.162862	  avg( sqrt( sigma_tot^9.976 ) , max( log(-8.248) , max(ma, ma+  min(sigma,ma_sigma) * sqrt(max)   ) ) ) * ma+ exp(min_tot)   
29	60	68	1	5.01147	-0.0459383	-20.6666	-0.178251	  avg( sqrt( sigma_tot^9.976 ) , max( log(-8.248) , max(ma, ma+  min(sigma,ma_sigma) * sqrt(max)   ) ) ) * ma+ exp(min_tot)   
30	67	65	1	5.45253	-0.0455556	-35.3029	-0.172071	 avg( sigma*ma_sigma , avg(max_tot, ma_sigma^2 ) ) 
31	74	65	1	5.83095	-0.0455556	-30.2881	-0.187159	 avg( sigma*ma_sigma , avg(max_tot, ma_sigma^2 ) ) 
32	62	69	1	6.29483	-0.0455556	-28.5924	-0.195719	 avg( sigma*ma_sigma , avg(max_tot, ma_sigma^2 ) ) 
33	59	69	1	6.7627	-0.0455556	-38.7184	-0.180732	 avg( sigma*ma_sigma , avg(max_tot, ma_sigma^2 ) ) 
34	61	69	1	7.3276	-0.0454243	-21.7523	-0.191462	 mix( mix(-0.776|ma,ma_sigma) | ma_sigma*ma_sigma , mix( sqrt(ma) | min( sigma_t^  max( min(-6.534,min_tot) , min_tot^2 ) ^2  ,max) ,ma) ) 
35	79	69	1	7.8605	-0.0454243	-41.8588	-0.205746	 mix( mix(-0.776|ma,ma_sigma) | ma_sigma*ma_sigma , mix( sqrt(ma) | min( sigma_t^  max( min(-6.534,min_tot) , min_tot^2 ) ^2  ,max) ,ma) ) 
36	59	69	1	8.46404	-0.0454243	-69.7022	-0.189402	 mix( mix(-0.776|ma,ma_sigma) | ma_sigma*ma_sigma , mix( sqrt(ma) | min( sigma_t^  max( min(-6.534,min_tot) , min_tot^2 ) ^2  ,max) ,ma) ) 
